obstime,pred_E_1e33,pot_E_1e33
2011-02-12 00:00:00,0.060003493,0.0587835127
2011-02-12 00:12:00,0.06111199,0.059493480099999996
2011-02-12 00:24:00,0.058388822,0.0570187511
2011-02-12 00:36:00,0.060429081,0.058447772300000006
2011-02-12 00:48:00,0.061207902,0.0594086818
2011-02-12 01:00:00,0.061354313,0.0593182642
2011-02-12 01:12:00,0.061704561,0.0595436496
2011-02-12 01:24:00,0.062943853,0.06091520289999999
2011-02-12 01:36:00,0.062836342,0.0596751799
2011-02-12 01:48:00,0.06110524,0.059395901
2011-02-12 02:00:00,0.062522829,0.0605583486
2011-02-12 02:12:00,0.062235661,0.06033772
2011-02-12 02:24:00,0.06210139,0.0595513012
2011-02-12 02:36:00,0.063391253,0.0611400929
2011-02-12 02:48:00,0.063120782,0.0615333947
2011-02-12 03:00:00,0.063137263,0.0610786364
2011-02-12 03:12:00,0.0631724,0.061358769400000006
2011-02-12 03:24:00,0.063840665,0.06178616320000001
2011-02-12 03:36:00,0.063326553,0.061533778799999994
2011-02-12 03:48:00,0.064288214,0.0627644355
2011-02-12 04:00:00,0.063607104,0.0617882218
2011-02-12 04:12:00,0.063159071,0.0611392363
2011-02-12 04:24:00,0.062272564,0.0601699422
2011-02-12 04:36:00,0.062460214,0.060312712
2011-02-12 04:48:00,0.0628618,0.0612012291
2011-02-12 05:00:00,0.062645674,0.0610419033
2011-02-12 05:12:00,0.063754998,0.06215321959999999
2011-02-12 05:24:00,0.063974887,0.06212982919999999
2011-02-12 05:36:00,0.064071633,0.0622816829
2011-02-12 05:48:00,0.065736711,0.063780142
2011-02-12 06:00:00,0.065989345,0.06401553180000001
2011-02-12 06:12:00,0.067353211,0.06548861219999999
2011-02-12 06:24:00,0.066887766,0.0652099027
2011-02-12 06:36:00,0.06683737,0.0649538926
2011-02-12 06:48:00,0.06646473,0.0647788297
2011-02-12 07:00:00,0.067225724,0.0652125143
2011-02-12 07:12:00,0.066913687,0.0650724059
2011-02-12 07:24:00,0.065323219,0.0630748587
2011-02-12 07:36:00,0.063823782,0.0620921214
2011-02-12 07:48:00,0.062535852,0.061268989600000004
2011-02-12 08:00:00,0.060498908,0.059359979
2011-02-12 08:12:00,0.061419848,0.0600499271
2011-02-12 08:24:00,0.059942402,0.0584128931
2011-02-12 08:36:00,0.059437212,0.057981249500000005
2011-02-12 08:48:00,0.057572603,0.05673437252
2011-02-12 09:00:00,0.056969319,0.055869288399999995
2011-02-12 09:12:00,0.057843331,0.05686304205
2011-02-12 09:24:00,0.055974692,0.0547867193
2011-02-12 09:36:00,0.054837022,0.053773733
2011-02-12 09:48:00,0.05405448,0.05318542187
2011-02-12 10:00:00,0.053195711,0.0517741302
2011-02-12 10:12:00,0.048882622,0.04854134222
2011-02-12 10:24:00,0.054400861,0.053445451750000005
2011-02-12 10:36:00,0.051727649,0.05088900263
2011-02-12 10:48:00,0.05367212,0.052870133099999994
2011-02-12 11:00:00,0.052908722,0.05219637938
2011-02-12 11:12:00,0.052094191,0.051327490229999995
2011-02-12 11:24:00,0.05266951,0.052135633820000006
2011-02-12 11:36:00,0.05225578,0.05185084787
2011-02-12 11:48:00,0.052492037,0.05212551969
2011-02-12 12:00:00,0.052603643,0.051953042639999995
2011-02-12 12:12:00,0.051865343,0.05166472417
2011-02-12 12:24:00,0.053674273,0.05305320424
2011-02-12 12:36:00,0.05457294,0.05421888431
2011-02-12 12:48:00,0.053602342,0.053695250369
2011-02-12 13:00:00,0.054725733,0.0541938733
2011-02-12 13:12:00,0.050526705,0.04956016394
2011-02-12 13:24:00,0.054366931,0.0537598471
2011-02-12 13:36:00,0.054346465,0.05369212178
2011-02-12 13:48:00,0.054654334,0.05405397175
2011-02-12 14:00:00,0.056596041,0.05612164883
2011-02-12 14:12:00,0.056390282,0.05595053764
2011-02-12 14:24:00,0.05705199,0.057060950558299996
2011-02-12 14:36:00,0.055852652,0.05499975482
2011-02-12 14:48:00,0.057727791,0.057090019730000004
2011-02-12 15:00:00,0.05820208,0.057737088420000006
2011-02-12 15:12:00,0.053188194,0.0525556453
2011-02-12 15:24:00,0.058660209,0.05784732726
2011-02-12 15:36:00,0.05982152,0.05959631162
2011-02-12 15:48:00,0.059133042,0.058766940579999996
2011-02-12 16:00:00,0.060452733,0.06011015242
2011-02-12 16:12:00,0.060454383,0.06011434118
2011-02-12 16:24:00,0.061785322,0.06159273044
2011-02-12 16:36:00,0.06099147,0.060531164219999996
2011-02-12 16:48:00,0.063458763,0.0631870545
2011-02-12 17:00:00,0.063766591,0.063699519797
2011-02-12 17:12:00,0.060682025,0.06035579394
2011-02-12 17:24:00,0.066188388,0.0651509169
2011-02-12 17:36:00,0.068071797,0.06777836651000001
2011-02-12 17:48:00,0.070021152,0.06991716503
2011-02-12 18:00:00,0.072287284,0.07181525647999999
2011-02-12 18:12:00,0.075412467,0.074270298
2011-02-12 18:24:00,0.076953709,0.07648511
2011-02-12 18:36:00,0.080397941,0.0796242333
2011-02-12 18:48:00,0.083158821,0.0828478466
2011-02-12 19:00:00,0.085960113,0.08497283645
2011-02-12 19:12:00,0.090040185,0.08916706007
2011-02-12 19:24:00,0.091849454,0.09116256168999999
2011-02-12 19:36:00,0.095548734,0.09459603274
2011-02-12 19:48:00,0.099119559,0.09845478519999999
2011-02-12 20:00:00,0.1016284,0.10075249938
2011-02-12 20:12:00,0.10721111,0.1053968121
2011-02-12 20:24:00,0.10960211,0.1073295034
2011-02-12 20:36:00,0.1112996,0.10973250329999999
2011-02-12 20:48:00,0.1154562,0.1137535004
2011-02-12 21:00:00,0.1183294,0.1159214036
2011-02-12 21:12:00,0.1212444,0.1185391044
2011-02-12 21:24:00,0.1205521,0.118118397
2011-02-12 21:36:00,0.1238577,0.1212210038
2011-02-12 21:48:00,0.12628861,0.1230870166
2011-02-12 22:00:00,0.1264966,0.12372329509999999
